epoch,train_loss,val_loss,epoch_sec,throughput_samples_per_sec
1,8.659241281280192,2.581689139243478,23.47047099005431,108699.01166794168
2,2.3353065388029903,2.261968265646406,24.092743762768805,105891.50929096201
3,2.2513389232444005,2.2384878952770313,24.20691604213789,105392.07041322408
4,2.2375244669686807,2.229504173869504,24.586527422070503,103764.8365791526
5,2.2304945495756834,2.2249784510003447,24.24593822658062,105222.44906172046
6,2.2259919434163904,2.2169627589560688,24.02207376714796,106203.02912769282
7,2.2229058716189107,2.2122402669186414,24.42076112795621,104469.18450381292
8,2.2202122721047384,2.2091330162762066,23.69570767460391,107665.78635396867
9,2.2180563825610102,2.212003964669117,24.43149280315265,104423.29580740108
10,2.2163268652928574,2.2159713577082005,24.329501145053655,104861.04851840247
