epoch,train_loss,val_loss,epoch_sec,throughput_samples_per_sec
1,8.659241415688426,2.5816893056562287,20.08887177700035,126996.52963691449
2,2.335304569131285,2.261964082678324,17.000813618999928,150064.4061616432
3,2.2513387471150637,2.2385016513005693,16.95098659299947,150505.51695047758
4,2.2375303644243285,2.2295088266022294,16.964615359999698,150384.60618537982
5,2.2304999425450167,2.225001699252652,16.815638467999634,151716.92736228823
6,2.2259977957585946,2.2169497789593744,16.94914881800014,150521.83607536598
7,2.2229081468121015,2.2122151428850043,16.991856464999728,150143.51170250666
8,2.2202164745397837,2.209122504238271,17.046334177999597,149663.67392308085
9,2.2180567678507916,2.2119670393636928,17.08304353800031,149342.0650907407
10,2.2163300340413783,2.2159979625559445,17.047742061999998,149651.31398173547
