epoch,train_loss,val_loss,epoch_sec,throughput_samples_per_sec
1,8.659241281280192,2.581689139243478,24.500006313435733,104131.279288729
2,2.3353065388029903,2.261968265646406,24.069041264243424,105995.78819909401
3,2.2513389232444005,2.2384878952770313,24.02049719169736,106209.99971981527
4,2.2375244669686807,2.229504173869504,24.459106396883726,104305.40505457895
5,2.2304945495756834,2.2249784510003447,24.423842535354197,104456.0042633358
6,2.2259919434163904,2.2169627589560688,23.724200413562357,107536.47986136349
7,2.2229058716189107,2.2122402669186414,23.8875961760059,106800.90961026006
8,2.2202122721047384,2.2091330162762066,23.983457003720105,106374.0310499974
9,2.2180563825610102,2.212003964669117,24.05530623998493,106056.30934597482
10,2.2163268652928574,2.2159713577082005,24.38716798275709,104613.09003996832
